,전용면적(㎡),계약일,거래금액(만원),층,건축년도,구,동,평,계약년,계약월,한강,건물나이,재건축,단지명
307169,5.007898218,4,10.54536775,2.397895273,2004,6,79,3.912023005,2016,7,0,12,0,상목에버빌B
307229,4.74074948,21,10.64067554,2.708050201,1996,6,79,3.650658241,2015,9,0,19,0,신림2차현대
307275,2.937573359,15,9.599743847,2.63905733,2015,6,79,1.931521412,2015,9,0,0,0,신림큐브
307276,2.66792241,7,9.495594499,2.48490665,2015,6,79,1.686398954,2015,10,0,0,0,신림큐브
307278,2.636196097,4,9.444384298,2.48490665,2015,6,79,1.667706821,2016,2,0,1,0,신림큐브
307282,2.591516385,5,9.253304071,2.302585093,2015,6,79,1.62924054,2016,6,0,1,0,신림큐브
307576,4.249637447,10,10.34820542,2.397895273,2004,6,79,3.169685581,2016,3,0,12,0,웰피아
307607,4.410978457,27,10.4574014,2.63905733,2004,6,79,3.325036021,2016,8,0,12,0,청화
307619,4.304065093,8,10.34177474,2.302585093,2002,6,79,3.222867846,2015,10,0,13,0,태성
308004,4.904014726,26,11.25157369,2.708050201,2005,19,271,3.811097087,2015,12,0,10,0,워커힐 팰리스
308005,4.450385972,24,10.79959599,2.63905733,2005,19,271,3.363841595,2016,5,0,11,0,워커힐 팰리스
308315,4.240319051,18,10.41933057,2.48490665,2004,19,231,3.161246712,2016,6,0,12,0,강변아파트
308317,2.658159431,2,8.517393171,2.302585093,2015,19,231,1.686398954,2016,3,0,1,0,강변힐하우스
308318,2.626840146,2,8.517393171,2.397895273,2015,19,231,1.648658626,2016,3,0,1,0,강변힐하우스
308319,3.089677886,2,8.699681401,2.397895273,2015,19,231,2.066862759,2016,3,0,1,0,강변힐하우스
308336,2.827313622,2,8.575650761,2.079441542,2015,19,231,1.824549292,2016,3,0,1,0,강변힐하우스
308383,3.825375199,2,10.46313191,2.48490665,2015,19,231,2.76000994,2016,3,0,1,0,강변힐하우스
308389,4.547435135,20,10.98530967,2.397895273,2009,19,231,3.45946629,2016,1,0,7,0,광진해모로리버뷰
308391,4.818101772,7,11.22525673,2.890371758,2009,19,231,3.725693427,2016,4,0,7,0,광진해모로리버뷰
308585,4.667675391,4,10.85901823,2.302585093,2005,19,231,3.577947893,2016,4,0,11,0,그레이스홈타운(102동)
308586,4.214938459,9,10.51870022,2.48490665,2005,19,231,3.135494216,2016,4,0,11,0,그레이스홈타운(102동)
308590,4.596532993,23,10.54799581,2.197224577,2002,19,231,3.5085559,2016,6,0,14,0,노블리스아파트
308591,4.415098676,17,10.32551475,2.079441542,2000,19,231,3.33220451,2016,6,0,16,0,대성빌라트(552-6)
308626,4.557764064,11,10.53212288,1.791759469,2003,19,231,3.46885603,2016,8,0,13,0,선화아파트
308632,4.412192049,20,10.52677541,2.197224577,2003,19,231,3.328626689,2016,8,0,13,0,성원쌍떼빌
308634,4.454114711,1,10.8685875,2.197224577,2005,19,231,3.36729583,2016,3,0,11,0,세림리오빌
308654,4.765246134,9,11.05881093,2.48490665,2007,19,231,3.673765816,2016,6,0,9,0,아차산인앤인W클래스101동
308682,4.328493993,19,10.69876253,2.079441542,2009,19,231,3.246490992,2016,4,0,7,0,아차산한라아파트
308694,4.320018243,6,10.29217944,1.791759469,2003,19,231,3.238678452,2016,1,0,13,0,우신
308695,4.297285406,4,10.1385992,2.302585093,2001,19,231,3.214867803,2016,5,0,15,0,욱현(208-1)
308696,4.988185165,7,10.81979828,2.302585093,2003,19,231,3.893859035,2015,12,0,12,0,욱현아파트
308697,4.104294893,4,10.59665973,2.079441542,2015,19,231,3.0301337,2016,1,0,1,0,파크타운
308698,4.098668534,6,10.64378069,2.564949357,2015,19,231,3.025291076,2016,1,0,1,0,파크타운
308722,4.312274546,5,10.57134257,2.397895273,2003,19,231,3.230804396,2016,8,0,13,0,퓨전빌
308723,4.383151002,31,10.5662013,2.48490665,2008,19,231,3.299533728,2016,8,0,8,0,하늘애
308726,4.668708207,5,10.63828039,1.791759469,2002,19,231,3.577947893,2016,7,0,14,0,한솔아파트
308832,4.882953426,2,11.20505429,3.135494216,2008,19,174,3.788724789,2016,3,0,8,0,광진We’vePark
308851,4.449334754,19,10.54536775,1.945910149,1994,19,174,3.363841595,2016,4,0,22,0,서원힐탑
308868,4.770938829,21,10.7472291,2.63905733,1993,19,174,3.678829118,2016,3,0,23,0,현대(힐탑)
308907,4.772293499,10,10.85901823,1.791759469,2005,19,250,3.681351188,2015,9,0,10,0,광진하나플러스
308927,4.111365547,28,10.31563032,2.079441542,2003,19,250,3.034952987,2016,6,0,13,0,금성
308929,5.234578526,4,11.17746671,2.708050201,1997,19,250,4.136765278,2016,1,0,19,0,기산빌라트
308966,4.766012711,31,10.91510665,2.197224577,2003,19,250,3.673765816,2016,8,0,13,0,대종리버빌
309045,4.330075229,13,10.58408127,2.397895273,2005,19,250,3.246490992,2016,8,0,11,0,도성
309071,4.574917143,25,10.71887449,2.63905733,2005,19,250,3.487375078,2015,11,0,10,0,와이엠프라젠스파
309072,4.32836211,20,10.58408127,2.63905733,2005,19,250,3.246490992,2016,2,0,11,0,와이엠프라젠스파
309074,4.839214112,10,11.00211651,2.772588722,2005,19,250,3.747148362,2016,4,0,11,0,와이엠프라젠스파
309539,4.755657019,17,11.00211651,2.63905733,2001,19,250,3.663561646,2016,3,0,15,0,진넥스빌
309541,4.309052635,23,10.70326694,2.48490665,2003,19,250,3.226843995,2016,5,0,13,0,청정(A)
309542,4.45213555,11,10.93312483,2.63905733,2002,19,250,3.36729583,2016,8,0,14,0,태원강변
309543,4.368307963,16,10.65728288,2.397895273,2005,19,250,3.284663565,2016,8,0,11,0,태천해오름주상복합
309565,4.437816056,24,10.70998574,2.079441542,1995,19,250,3.353406718,2015,9,0,20,0,한강아남
309567,4.445470807,29,10.75152086,2.197224577,1995,19,250,3.360375387,2016,2,0,21,0,한강아남
309665,4.98750313,22,11.22525673,1.791759469,1983,19,250,3.891820298,2016,1,0,33,0.6931471806,한양
309750,4.005695481,18,10.18493775,2.397895273,2002,19,52,2.93385687,2015,9,0,13,0,삼성로얄2
309762,4.610754564,15,10.46313191,1.945910149,1998,19,52,3.523415014,2016,8,0,18,0,성원
309812,2.951780386,25,9.047939083,2.397895273,2015,19,29,1.945910149,2015,11,0,0,0,(20-3)
309813,3.698086935,25,9.883335864,2.48490665,2015,19,29,2.63905733,2015,11,0,0,0,(20-3)
309815,2.759376828,25,8.881975184,2.302585093,2015,19,29,1.774952351,2015,11,0,0,0,(20-3)
309817,2.846071499,4,8.987321813,2.197224577,2015,19,29,1.85629799,2016,1,0,1,0,(20-3)
309818,2.596746132,4,8.853808275,2.302585093,2015,19,29,1.62924054,2016,1,0,1,0,(20-3)
309833,2.755569717,9,9.546884035,2.302585093,2014,19,29,1.774952351,2016,1,0,2,0,광진코지웰
309839,2.785011242,24,9.677276802,2.397895273,2014,19,29,1.791759469,2016,5,0,2,0,광진코지웰
309853,4.37500202,4,10.57134257,2.708050201,2006,19,29,3.292126287,2016,5,0,10,0,브라운스톤
309859,2.715356776,4,9.798182591,2.63905733,2016,19,29,1.740466175,2016,5,0,0,0,아스하임
309860,2.851861903,9,10.08585078,2.708050201,2016,19,29,1.85629799,2016,5,0,0,0,아스하임
309862,2.735016649,2,9.928228944,2.772588722,2016,19,29,1.757857918,2016,8,0,0,0,아스하임
309889,4.584355046,27,10.38285347,2.302585093,2003,5,33,3.496507561,2016,2,0,13,0,미래하이츠
310052,4.881361492,2,10.27508559,2.397895273,1993,5,95,3.788724789,2015,12,0,22,0,개봉프라자
310107,4.059753117,18,9.803722464,2.302585093,2002,5,95,2.985681938,2015,9,0,13,0,건양
310122,4.453300237,3,10.33205051,2.397895273,2002,5,95,3.36729583,2015,9,0,13,0,고운아파트
310133,4.11968737,2,9.698981735,2.197224577,1988,5,95,3.044522438,2016,5,0,28,0,길훈
310163,4.791375857,7,10.44874359,2.833213344,2002,5,95,3.698829785,2016,1,0,14,0,동도센트리움(70-12)
310379,4.108740443,17,9.928228944,2.302585093,2004,5,95,3.034952987,2016,8,0,12,0,신양지(가동)
310436,4.232075458,8,9.852246888,2.397895273,1999,5,95,3.152736022,2016,6,0,17,0,천신하이츠
311603,4.344584339,8,10.10646921,1.945910149,2007,5,82,3.261935314,2015,10,0,8,0,진성그린아파트
311713,4.318820559,23,10.39821428,2.197224577,1985,5,82,3.238678452,2016,8,0,31,0.6931471806,한효
311716,4.661266925,27,10.29217944,2.079441542,2004,5,82,3.572345638,2015,12,0,11,0,해피그린(171-21)
311717,4.447697327,1,10.20362918,1.945910149,2004,5,82,3.363841595,2015,12,0,11,0,해피그린(171-24)
311719,3.899950424,20,9.105090961,2.302585093,2000,5,62,2.833213344,2015,9,0,15,0,(716-23)우진빌라1차B
311720,3.899950424,8,9.532496332,2.302585093,2000,5,62,2.833213344,2015,9,0,15,0,(716-25)우진빌라1차A
311721,3.928486731,19,9.648659817,2.079441542,1999,5,62,2.856470206,2016,3,0,17,0,(717-15)경원주택5동
311723,3.67554089,13,9.615872145,1.791759469,2000,5,62,2.617395833,2015,12,0,15,0,(718-16)경원주택
311725,4.010238053,30,9.770013301,1.945910149,1961,5,62,2.939161922,2015,10,0,54,0.6931471806,(718-18)삼성빌라트
311726,3.171364842,7,8.987321813,1.791759469,2000,5,62,2.140066163,2016,7,0,16,0,(718-29)청원아트빌라
311727,3.330774917,7,9.105090961,1.791759469,2000,5,62,2.292534757,2016,7,0,16,0,(718-29)청원아트빌라
311729,4.109397365,11,9.852246888,2.197224577,1997,5,62,3.034952987,2016,2,0,19,0,(740-25)
311731,3.315639493,12,8.974744613,2.197224577,1961,5,62,2.282382386,2015,10,0,54,0.6931471806,(740-33)
311732,4.099000374,5,9.723223877,2.197224577,1999,5,62,3.025291076,2015,12,0,16,0,(740-62)
311733,3.558770769,16,9.367429587,1.945910149,1997,5,62,2.509599262,2016,5,0,19,0,(741-7)
311736,3.730021397,9,9.159152335,2.079441542,1996,5,62,2.667228207,2016,8,0,20,0,(742-64)
311737,3.921973336,15,9.532496332,2.079441542,1994,5,62,2.850706502,2016,6,0,22,0,(743-10)
311738,3.445533195,28,9.210440367,2.079441542,1996,5,62,2.397895273,2015,10,0,19,0,(743-18)
311739,3.939638172,27,9.50308461,1.791759469,1988,5,62,2.867898902,2016,6,0,28,0,(743-26)
311742,4.078384543,2,9.723223877,2.079441542,1996,5,62,3.005682604,2016,4,0,20,0,(743-55)
311743,4.106931678,13,9.787009914,2.197224577,1994,5,62,3.0301337,2016,8,0,22,0,(743-60)
311747,3.956422593,9,9.43356392,1.791759469,1996,5,62,2.884800713,2016,3,0,20,0,(744-23)
311748,3.920784511,17,9.615872145,2.079441542,1995,5,62,2.850706502,2016,6,0,21,0,(745-10)
311749,4.019082078,3,9.711176264,1.945910149,1997,5,62,2.944438979,2016,3,0,19,0,(745-40)
311754,3.768614422,9,9.457278572,1.945910149,1996,5,62,2.708050201,2015,9,0,19,0,(747-19)
311755,3.86786211,5,9.384377709,2.302585093,1996,5,62,2.803360381,2015,12,0,19,0,(747-19)
311760,3.914220589,7,9.417435839,1.791759469,2000,5,62,2.844909384,2016,3,0,16,0,(747-34)
311762,3.861361091,23,9.210440367,2.197224577,1998,5,62,2.797281335,2015,12,0,17,0,(747-52)
311768,3.94041608,29,9.488047863,2.197224577,1998,5,62,2.867898902,2016,8,0,18,0,(749-30)
311771,3.860097933,5,9.510519036,2.079441542,1998,5,62,2.791165108,2016,4,0,18,0,(749-99)
311777,3.278276168,2,9.105090961,2.079441542,1996,5,62,2.240709689,2015,9,0,19,0,(752-10)
311778,3.566146689,16,9.200391041,1.791759469,1994,5,62,2.509599262,2015,11,0,21,0,(752-17)
311780,3.858411236,21,9.546884035,1.791759469,2000,5,62,2.791165108,2016,6,0,16,0,(752-37)
311781,3.686877451,12,9.210440367,2.302585093,1996,5,62,2.624668592,2016,5,0,20,0,(770-52)
311783,4.101320176,1,9.752722801,2.197224577,1996,5,62,3.025291076,2016,4,0,20,0,(771-2)
311787,4.014218518,5,10.00789261,1.791759469,2002,5,62,2.939161922,2015,12,0,13,0,(777-3)두암호은리버빌
311788,3.836221292,16,9.510519036,1.945910149,1997,5,62,2.772588722,2016,3,0,19,0,(779-13)
311790,4.041646773,24,9.680406499,2.197224577,1997,5,62,2.970414466,2016,3,0,19,0,(779-3)
311792,3.623807457,27,9.105090961,1.791759469,1997,5,62,2.564949357,2016,6,0,19,0,(780-31)
311794,4.079907514,12,9.711176264,1.791759469,1998,5,62,3.005682604,2016,8,0,18,0,(780-72)삼익빌라
311811,3.478158423,19,9.159152335,1.791759469,1998,5,62,2.433613355,2016,7,0,18,0,(793-54)
311815,4.109561528,13,9.781376414,2.079441542,1997,5,62,3.034952987,2016,5,0,19,0,(794-13)
311817,3.999301014,23,9.546884035,1.945910149,1995,5,62,2.928523524,2016,4,0,21,0,(794-24)
311820,4.110217911,13,9.705097588,2.302585093,1995,5,62,3.034952987,2016,4,0,21,0,(796-51)
311823,3.569532696,24,9.127067453,1.791759469,1996,5,62,2.517696473,2016,4,0,20,0,(797-5)
311824,3.529883723,28,9.210440367,1.791759469,1996,5,62,2.4765384,2016,4,0,20,0,(797-5)
311827,4.025173103,22,9.510519036,1.791759469,1996,5,62,2.949688335,2016,2,0,20,0,(797-57)
311831,3.875151531,21,9.44943601,2.079441542,1998,5,62,2.809402695,2016,7,0,18,0,(801-32)
311833,3.928289978,19,9.546884035,2.079441542,2000,5,62,2.856470206,2016,2,0,16,0,(803-29)
311834,4.120661871,9,9.741027445,1.791759469,1961,5,62,3.044522438,2016,7,0,55,0.6931471806,(805-16)
311835,3.490733347,10,9.210440367,1.945910149,1967,5,62,2.442347035,2015,9,0,48,0.6931471806,(806-14)
311837,4.02624415,7,9.568084744,1.791759469,2000,5,62,2.954910279,2015,11,0,15,0,(806-41)가람빌라
311842,3.663048694,1,9.332646496,2.079441542,1994,5,62,2.602689685,2015,9,0,21,0,800-27
311844,4.107589789,18,9.798182591,2.302585093,1999,5,62,3.0301337,2016,1,0,17,0,807-41
312074,4.109397365,8,9.84697011,2.197224577,1997,5,62,3.034952987,2015,9,0,18,0,구로아트빌라5동(806-29)
312314,4.300545393,21,10.54536775,2.944438979,2010,5,62,3.218875825,2016,3,0,6,0,다울숲
312375,2.745923854,14,9.510519036,3.17805383,2015,5,62,1.757857918,2016,1,0,1,0,대림역포스큐
312376,2.880265304,10,9.546884035,2.995732274,2015,5,62,1.887069649,2016,7,0,1,0,대림역포스큐
312421,4.109068958,15,9.74689222,2.302585093,2000,5,62,3.034952987,2016,4,0,16,0,동화
312480,4.448633328,21,10.55843949,2.079441542,1984,5,62,3.363841595,2015,10,0,31,0.6931471806,보광
312513,2.763800216,27,9.287394001,3.044522438,2012,5,62,1.774952351,2016,6,0,4,0,비즈트위트그린
312516,3.079613758,10,9.680406499,2.079441542,2016,5,62,2.054123734,2016,6,0,0,0,비즈트위트레드
312538,2.86105737,2,9.465060107,2.079441542,2013,5,62,1.85629799,2016,8,0,3,0,비즈트위트오렌지
312658,4.106931678,24,9.741027445,1.945910149,1997,5,62,3.0301337,2015,12,0,18,0,선진빌라
312762,5.498888057,15,11.60824474,3.713572067,2007,5,62,4.398146017,2016,7,0,9,0,신구로자이
313061,4.217299386,13,10.4574014,2.833213344,2004,5,62,3.139832618,2015,11,0,11,0,우민늘푸른
313187,3.645710959,14,9.1902397,2.197224577,1995,5,62,2.587764035,2015,11,0,20,0,재선주택
313188,3.687628672,24,9.1378772,1.791759469,1995,5,62,2.63188884,2016,6,0,21,0,재선주택
313189,2.880882432,10,9.25922577,3.17805383,2012,5,62,1.887069649,2015,11,0,3,0,종인아네스트
313456,3.581850881,5,8.86092473,1.791759469,1994,5,62,2.525728644,2015,9,0,21,0,청우아트빌리지(738-39)
313457,3.893044039,8,9.546884035,2.079441542,1994,5,62,2.827313622,2016,6,0,22,0,청우아트빌리지(738-39)
313471,4.294697025,30,10.22197765,2.772588722,2007,5,62,3.214867803,2016,4,0,9,0,케어빌(98-8)
313477,4.020339149,4,9.711176264,2.197224577,1998,5,62,2.949688335,2015,9,0,17,0,태영빌라
313478,4.078553876,5,9.525224102,1.791759469,1997,5,62,3.005682604,2016,3,0,19,0,태영빌라2
313479,2.818398258,4,9.595670798,3.044522438,2016,5,62,1.824549292,2016,5,0,0,0,파인마루오피스텔
313480,2.990719732,4,9.741027445,2.944438979,2016,5,62,1.974081026,2016,5,0,0,0,파인마루오피스텔
313488,2.722610352,9,9.425532394,2.995732274,2016,5,62,1.740466175,2016,5,0,0,0,파인마루오피스텔
313764,4.426282726,2,10.1266711,2.48490665,2004,5,62,3.342861805,2015,10,0,11,0,한일퍼스트빌(415-37)
313770,3.84865713,14,9.539716059,2.197224577,1997,5,62,2.785011242,2015,12,0,18,0,행복주택
313904,3.784644076,4,9.532496332,2.197224577,1994,5,62,2.721295428,2016,3,0,22,0,현암B동
313905,4.108411819,4,9.975854725,1.945910149,1988,5,62,3.034952987,2016,4,0,28,0,황산(791-12)
313916,4.315753276,23,10.46313191,2.397895273,2006,5,54,3.234749174,2016,2,0,10,0,다청림(102동)
313921,4.35092289,3,10.2399955,2.197224577,2007,5,54,3.269568939,2015,9,0,8,0,다청림(107동)
313924,4.027848571,10,9.702044337,2.302585093,2014,5,54,2.954910279,2015,12,0,1,0,다현빌
313925,3.955465563,31,9.703877406,2.302585093,2014,5,54,2.884800713,2015,12,0,1,0,다현빌
313926,3.997099178,13,10.09414923,2.197224577,2013,5,54,2.923161581,2016,8,0,3,0,대명그린(아)
313929,4.450852826,5,10.29893599,1.945910149,2009,5,54,3.36729583,2016,3,0,7,0,대명하이빌102동
313932,4.127456914,1,9.692828248,2.302585093,2001,5,54,3.04927304,2016,3,0,15,0,수정
314116,4.099829492,21,10.53212288,1.945910149,2001,5,202,3.025291076,2016,1,0,15,0,대림2
314201,4.953994393,21,11.37367489,1.791759469,2003,5,202,3.858622229,2016,2,0,13,0,대림e-편한세상4
314220,5.091477682,20,11.71994776,3.36729583,2003,5,202,3.994524227,2016,6,0,13,0,대림e-편한세상4
314565,3.636532974,30,9.350189267,2.564949357,2002,5,202,2.58021683,2016,5,0,14,0,성광빌딩
314743,4.023922098,11,9.89348772,2.890371758,1996,5,48,2.949688335,2016,7,0,20,0,금강
315008,4.037068494,25,9.878221025,2.079441542,2003,5,48,2.965273066,2016,2,0,13,0,목화수목원102동
315061,4.416911037,23,9.952325335,2.63905733,1993,5,48,3.33220451,2015,12,0,22,0,시티월드
315110,3.000222179,30,9.210440367,2.63905733,2016,5,48,1.987874348,2016,4,0,0,0,오류동역솔리스타
315114,2.961140829,17,9.209439967,2.397895273,2016,5,48,1.945910149,2016,5,0,0,0,오류동역솔리스타
315116,3.00914196,24,9.282754052,2.63905733,2016,5,48,2.00148,2016,5,0,0,0,오류동역솔리스타
315119,3.57037741,4,9.82016029,2.833213344,2016,5,48,2.517696473,2016,7,0,0,0,오류동역솔리스타
315182,4.35850209,19,10.04329297,1.791759469,2007,5,48,3.277144733,2015,9,0,8,0,은하수수목원2차(101동)
315186,3.986388087,28,10.03893586,2.302585093,2007,5,48,2.912350665,2016,2,0,9,0,은하수수목원2차(102동)
315198,4.338597077,11,10.09000861,2.302585093,2003,5,48,3.258096538,2015,9,0,12,0,한백힐
315247,4.454114711,26,9.952325335,2.197224577,2001,5,124,3.36729583,2016,3,0,15,0,온수동
315364,4.753245304,25,10.87428541,2.833213344,2014,5,134,3.660994251,2016,4,0,2,0,천왕연지타운2단지
315453,3.75490125,19,9.43356392,2.302585093,2009,5,127,2.694627181,2016,4,0,7,0,동보수목원(16-36)
315591,4.449685283,29,10.18493775,1.945910149,2005,1,28,3.363841595,2015,11,0,10,0,드림캐슬2차
315626,3.445852022,18,10.08167558,2.995732274,2014,1,28,2.397895273,2016,8,0,2,0,비즈트위트바이올렛5차
315917,4.355846917,26,10.22197765,2.48490665,2003,1,81,3.27336401,2016,1,0,13,0,동심
315921,4.400234854,10,10.36725301,2.397895273,2004,1,81,3.317815773,2016,7,0,12,0,동은4차
315923,4.461068842,16,10.30898599,2.079441542,2004,1,81,3.374168709,2015,10,0,11,0,동은6차
315935,4.393584584,15,10.30898599,2.397895273,2004,1,81,3.310543013,2015,9,0,11,0,리치힐(976-6)
315941,4.165424144,14,9.942756341,2.63905733,1997,1,81,3.086486637,2015,10,0,18,0,목화102
315943,3.967079211,15,9.836332277,2.564949357,1997,1,81,2.895911938,2016,1,0,19,0,목화102
315995,4.14514857,13,10.15038669,2.397895273,2003,1,81,3.068052935,2015,11,0,12,0,예전이룸(965-1)
315996,4.397518513,19,10.32551475,2.564949357,2003,1,81,3.314186005,2016,2,0,13,0,예전이룸(965-1)
316021,4.274441424,1,10.11054237,2.397895273,2003,1,81,3.194583132,2015,10,0,12,0,정심아파트
316149,4.990636648,8,10.5374419,2.397895273,2003,1,81,3.895893623,2016,3,0,13,0,해찬아파트
316181,4.39592954,2,9.952325335,1.791759469,2002,1,61,3.310543013,2016,8,0,14,0,거상센스빌(960-5)
316637,3.96271612,1,9.787009914,2.302585093,1991,1,61,2.890371758,2015,9,0,24,0,대도훼미리
316638,4.094511215,28,9.809231817,2.079441542,1991,1,61,3.020424886,2015,11,0,24,0,대도훼미리
316719,4.227855121,9,10.30898599,1.791759469,1980,1,61,3.148453361,2015,9,0,35,0.6931471806,무지개
316729,4.464182493,23,10.46313191,1.791759469,1980,1,61,3.377587516,2015,11,0,35,0.6931471806,무지개
316777,4.191773708,26,10.04329297,1.945910149,2002,1,61,3.113515309,2016,3,0,14,0,백운스위트빌
317054,4.348599109,1,10.06479825,2.197224577,2002,1,61,3.265759411,2015,10,0,13,0,신세계
317055,4.44041346,25,10.16589028,2.079441542,2002,1,61,3.356897123,2016,8,0,14,0,신세계
317056,4.194793034,27,9.942756341,2.197224577,2004,1,61,3.117949906,2016,4,0,12,0,신화아파트(200-4)
317057,4.313212319,16,9.998843186,2.48490665,2004,1,61,3.230804396,2016,6,0,12,0,신화아파트(200-4)
317058,3.924741778,21,9.711176264,2.302585093,2004,1,61,2.856470206,2016,6,0,12,0,신화아파트(200-4)
317060,4.433194921,23,10.16589028,2.079441542,2004,1,61,3.349904087,2015,11,0,11,0,예일
317062,4.437579594,2,10.15428518,2.48490665,2004,1,61,3.353406718,2016,5,0,12,0,예일
317177,2.90526037,13,9.480443842,2.48490665,2016,2,60,1.902107526,2016,2,0,0,0,67디벨리움
317334,4.443131141,19,10.78795733,2.944438979,2016,2,60,3.356897123,2016,1,0,0,0,노원프레미어스엠코
317519,4.403054002,14,10.46313191,2.48490665,2004,2,60,3.317815773,2016,3,0,12,0,라메즈아파트
317521,4.393461012,6,9.903537551,2.197224577,2004,2,60,3.310543013,2016,4,0,12,0,백영아파트
317727,4.261975404,12,10.08585078,2.302585093,2004,2,60,3.18221184,2015,10,0,11,0,서로퍼스트빌
317902,4.642851253,25,10.34177474,2.708050201,2003,2,60,3.552486829,2016,1,0,13,0,신대림아파트
317936,4.753331537,2,10.45596363,2.397895273,1995,2,60,3.660994251,2015,10,0,20,0,신명아파트
317967,4.354269958,24,10.18493775,2.397895273,2002,2,60,3.269568939,2016,6,0,14,0,신한양아파트
317969,4.297421451,30,10.15816853,2.197224577,2006,2,60,3.214867803,2015,9,0,9,0,씨엠아파트
318039,4.188896879,23,10.05839509,2.079441542,2003,2,60,3.109060959,2016,2,0,13,0,진주브라운
318040,4.140273494,3,10.14647295,2.079441542,2003,2,60,3.063390922,2016,6,0,13,0,진주브라운
318041,4.446156869,28,10.34177474,2.302585093,2012,2,60,3.360375387,2016,1,0,4,0,참다움아파트
318043,4.383525511,12,10.37352243,1.945910149,2004,2,60,3.299533728,2015,11,0,11,0,청구빌아파트
318044,4.334148554,20,10.19991874,2.197224577,2003,2,60,3.250374492,2015,11,0,12,0,청솔브레씽A동
318313,4.439115602,29,10.34177474,2.197224577,2009,2,60,3.353406718,2016,3,0,7,0,태승훼미리아파트
318450,2.767890201,26,9.390659926,3.044522438,2013,2,60,1.774952351,2016,2,0,3,0,한일휴니스빌
318676,3.910521879,2,9.998843186,2.397895273,2007,2,47,2.839078464,2015,10,0,8,0,뉴-동부아파트
318712,4.93749096,12,10.58408127,2.564949357,1999,2,47,3.843744165,2016,4,0,17,0,대동황토빌라트
319275,4.577182149,30,10.35777457,2.302585093,1999,2,47,3.490428515,2016,1,0,17,0,보람그린102동
319277,4.863217453,26,10.41334271,2.564949357,1999,2,47,3.770459441,2016,5,0,17,0,보람그린APT101동
319288,4.223616898,19,9.952325335,1.791759469,2002,2,47,3.144152279,2015,10,0,13,0,불암신기102동
321106,4.145829505,17,10.2399955,1.791759469,1987,2,47,3.068052935,2016,8,0,29,0,상계주공3(저층)
322259,4.370712875,13,10.11459901,2.079441542,2004,2,47,3.288401888,2016,5,0,12,0,송이월드A동
322261,4.272490748,18,10.06053404,2.302585093,2004,2,47,3.19047635,2016,6,0,12,0,송이월드A동
322667,4.106767082,20,10.32626854,2.564949357,2016,2,47,3.0301337,2016,6,0,0,0,중계센트럴파크
322693,3.748797944,28,9.648659817,2.302585093,2003,2,47,2.687847494,2016,5,0,13,0,청솔
322776,4.394202211,9,10.14647295,1.791759469,2006,2,47,3.310543013,2015,10,0,9,0,충효파크타운
322778,4.430816799,30,10.14647295,1.945910149,2006,2,47,3.346389145,2016,4,0,10,0,충효파크타운
322802,4.628984364,10,10.49130199,2.48490665,2006,2,47,3.540959324,2016,6,0,10,0,코지한주
323038,4.162158962,30,9.975854725,2.197224577,2004,2,47,3.086486637,2016,3,0,12,0,현대하이츠
323039,4.219507705,23,9.717218213,2.079441542,2004,2,47,3.139832618,2016,4,0,12,0,현대하이츠
323057,4.109561528,20,10.50509494,2.197224577,2016,2,64,3.034952987,2016,1,0,0,0,꿈의숲SKVIEW
323060,4.453765732,12,10.80974815,2.995732274,2016,2,64,3.36729583,2016,2,0,0,0,꿈의숲SKVIEW
323771,4.209605903,6,10.07748288,1.945910149,2004,2,64,3.131136911,2016,6,0,12,0,송암
323772,4.420405648,4,10.29217944,2.302585093,1984,2,64,3.335769576,2015,9,0,31,0.6931471806,우남(저층)
323787,3.995812531,5,10.02131503,2.63905733,2006,2,64,2.923161581,2015,12,0,9,0,우남푸르미아
326900,4.358630057,7,10.34177474,2.564949357,1993,2,91,3.277144733,2015,9,0,22,0,현대1(4차)
326943,4.108904714,20,9.992001966,2.708050201,1994,2,91,3.034952987,2015,9,0,21,0,화인상가
327185,3.990279503,3,9.476620038,2.397895273,2002,2,83,2.917770732,2015,9,0,13,0,아주
327955,4.235699438,15,10.05625156,2.079441542,2004,0,43,3.157000421,2015,9,0,11,0,도봉산리베니움
327956,4.421848129,16,10.27508559,1.945910149,2004,0,43,3.335769576,2015,10,0,11,0,도봉산리베니움
328085,4.344584339,5,10.10646921,1.791759469,2002,0,43,3.261935314,2016,7,0,14,0,삼안리치
328311,4.179298268,13,9.998843186,1.945910149,1994,0,43,3.100092289,2015,10,0,21,0,신도봉
328313,4.741273269,15,10.40429314,2.302585093,1994,0,43,3.650658241,2016,6,0,22,0,신도봉
328760,4.753482427,11,10.62135174,2.397895273,2004,0,49,3.660994251,2016,7,0,12,0,동양크레오아파트
328762,3.991942629,2,9.629116494,2.397895273,2002,0,49,2.917770732,2016,5,0,14,0,동일아파트
328922,4.732243269,15,10.27163148,2.079441542,1996,0,49,3.640214282,2015,9,0,19,0,선덕빌라트아파트
328925,4.757118442,8,10.37975279,2.564949357,1998,0,49,3.666122467,2016,1,0,18,0,성원105동
329257,3.831571881,30,9.42955622,2.397895273,2003,0,49,2.766319109,2015,9,0,12,0,신주아파트(A동)
329348,4.242074674,28,10.28537692,2.079441542,2003,0,49,3.161246712,2016,4,0,13,0,우암쎈스뷰아파트
