경기번호,경기날짜,팀명,홈_어웨이,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,팀코드,상대팀
364,2021-03-20,흥국생명,1,1,132,75,151,56,4,18,285.31,100.0,99,31,3,12,160.56,99.99,10,7,0,1,221.43,100.0,6,1,0,1,16.67,100.0,9,3,0,2,65.0,100.0,8,3,0,0,128.57,100.0,19,11,1,2,266.67,100.0,97,6,8,1.5,99.98,103,87,16,0,21.75,99.99,151,52,0,13.0,99.99,76,27,4,93.33,100.01,56,13,16,13,0,3.25,100.02,12,0,26,1,IBK기업은행
365,2021-03-22,IBK기업은행,1,1,83,81,141,62,6,9,424.89,100.0,88,30,4,6,328.98,100.01,4,2,1,0,66.67,100.0,1,1,0,0,100.0,100.0,17,7,0,3,41.18,100.0,3,3,0,0,200.0,100.0,28,19,1,0,218.19,100.01,96,9,2,2.33,100.01,112,91,21,0,22.83,100.0,147,61,2,15.25,99.99,66,19,2,77.17,100.0,51,10,22,13,0,2.5,99.99,9,0,13,3,흥국생명
365,2021-03-22,흥국생명,0,0,139,57,141,49,10,10,172.56,100.01,67,21,8,2,151.48,100.0,21,14,0,1,298.64,100.0,11,4,0,1,73.33,100.0,12,1,1,3,12.5,100.0,5,0,1,0,0.0,100.0,25,9,0,3,125.45,100.0,71,2,5,0.5,100.0,87,70,17,0,17.67,100.0,150,49,1,12.33,99.99,94,31,9,93.97,99.99,55,6,19,18,0,1.5,100.01,6,0,16,1,IBK기업은행
366,2021-03-24,IBK기업은행,0,0,98,35,107,33,4,10,222.34,99.99,68,19,1,5,205.0,99.99,3,1,0,0,100.0,100.0,4,1,0,1,50.0,100.0,14,7,1,1,53.85,100.0,3,0,1,0,0.0,100.0,15,5,1,3,145.0,100.0,45,1,6,0.33,100.0,73,57,16,0,24.0,100.01,118,32,3,11.0,100.0,71,27,4,167.87,100.0,32,1,16,8,0,0.5,100.03,1,0,19,3,흥국생명
366,2021-03-24,흥국생명,1,1,102,56,95,48,1,5,263.24,100.01,49,24,0,1,250.0,99.99,10,5,0,2,100.0,100.0,3,1,0,0,33.33,100.0,13,6,0,2,141.67000000000002,100.0,3,0,0,0,0.0,100.0,17,12,1,0,205.0,100.0,74,4,3,1.34,99.99,81,70,11,0,23.32,100.01,101,45,1,14.99,100.0,39,17,1,112.12,100.01,45,4,17,13,0,1.32,100.01,3,0,9,1,IBK기업은행
367,2021-03-26,GS칼텍스,1,1,109,56,89,47,2,4,199.81,99.99,43,21,0,3,263.33,100.0,2,1,0,0,50.0,100.0,0,0,0,0,0.0,0.0,5,3,0,1,60.0,100.0,2,0,0,0,0.0,100.0,37,22,2,0,181.06,100.0,74,0,6,0.0,100.0,68,57,11,0,18.99,100.0,93,44,2,14.67,100.01,42,17,1,301.0,100.01,47,9,22,10,0,3.0,100.0,8,0,12,0,흥국생명
367,2021-03-26,흥국생명,0,0,125,37,96,34,9,7,203.95,100.0,46,15,4,2,148.8,100.0,14,5,0,1,80.96000000000001,100.0,1,1,0,0,100.0,100.0,5,1,1,1,33.33,100.0,5,2,0,1,133.32999999999998,100.0,25,10,4,2,120.0,100.0,50,1,8,0.33,100.0,54,41,13,0,13.67,100.0,107,33,3,11.66,99.99,68,25,0,226.77,99.99,42,2,12,18,1,0.67,99.99,2,0,19,1,GS칼텍스
368,2021-03-28,GS칼텍스,1,1,132,59,109,48,6,7,227.19,99.99,49,18,4,4,209.91,100.0,5,3,1,1,200.0,100.0,0,0,0,0,0.0,0.0,9,6,0,0,66.67,100.0,7,1,0,1,50.0,100.0,39,20,1,1,143.12,100.0,74,6,8,1.99,99.99,76,68,8,0,23.49,100.0,111,46,1,15.33,99.99,52,26,2,224.43,99.99,46,5,18,13,1,1.66,100.01,3,0,17,0,흥국생명
368,2021-03-28,흥국생명,0,0,125,40,101,32,5,7,218.61,99.99,64,19,3,5,275.49,100.02,14,5,0,1,83.33,100.0,2,0,1,0,0.0,100.0,6,2,1,1,50.0,100.01,10,4,0,0,85.0,100.0,5,2,0,0,133.32999999999998,100.0,58,2,6,0.67,99.99,77,57,19,1,21.66,100.0,112,30,1,10.0,99.99,66,22,6,144.97,100.01,46,6,18,13,1,1.99,99.99,6,0,16,1,GS칼텍스
369,2021-03-30,GS칼텍스,0,0,168,84,171,74,8,15,359.34000000000003,99.98,93,41,4,7,268.34,100.01,4,2,0,1,66.67,100.0,0,0,0,0,0.0,0.0,16,9,1,4,56.25,100.0,8,4,0,1,175.0,100.0,50,18,3,2,265.08,100.0,100,4,11,0.8500000000000001,100.0,102,84,17,1,19.25,100.0,167,67,1,15.05,100.01,94,29,3,125.88,99.99,68,6,27,23,2,1.55,100.0,6,0,30,0,흥국생명
369,2021-03-30,흥국생명,1,1,118,72,147,61,6,8,277.77,99.99,94,36,4,3,258.12,100.0,23,15,0,3,201.47,100.0,3,3,0,0,100.0,100.0,3,1,1,1,50.0,100.0,5,1,0,1,33.33,100.0,19,5,1,0,108.34,100.01,103,3,9,0.6000000000000001,100.0,101,75,26,0,15.7,99.99,150,54,0,10.8,100.01,89,28,4,173.43,100.0,83,8,31,29,0,1.6,100.0,8,0,17,1,GS칼텍스
370,2021-10-16,GS칼텍스,1,1,150,62,121,52,10,6,357.33,99.99,62,28,4,3,342.82,100.0,8,2,2,1,50.0,100.0,1,0,0,0,0.0,100.0,13,4,3,0,30.77,100.0,9,5,1,0,125.0,99.99,28,13,0,2,219.96,99.99,76,5,10,1.66,100.01,74,64,10,0,22.17,100.0,123,50,1,17.99,100.0,66,37,3,157.98,100.01,51,5,23,13,0,1.83,99.99,4,0,17,0,흥국생명
370,2021-10-16,흥국생명,0,0,100,51,103,38,5,7,325.89,99.99,53,18,3,3,299.69,100.0,2,1,0,0,50.0,100.0,3,1,0,0,33.33,100.0,14,4,0,4,83.33,100.01,5,3,1,0,200.0,100.0,26,11,1,0,172.61,100.0,69,3,3,1.0,100.0,70,57,12,1,20.99,100.0,110,34,2,11.33,100.0,66,20,5,209.45,100.0,52,10,16,15,2,3.3400000000000003,99.98,9,0,15,1,GS칼텍스
371,2021-10-17,IBK기업은행,0,0,100,50,132,44,12,12,266.62,100.0,80,25,8,8,224.41,100.0,6,2,0,0,150.0,100.0,9,4,0,1,92.86,100.0,15,3,2,3,20.0,100.0,7,5,0,0,166.67000000000002,100.0,15,5,2,0,83.33,100.0,74,2,8,0.5,100.0,80,62,18,0,16.33,100.0,135,41,2,13.25,99.99,89,33,5,121.16,99.99,50,4,16,18,0,1.25,100.0,3,0,22,3,현대건설
371,2021-10-17,현대건설,1,1,153,76,133,59,4,12,191.42,100.0,57,24,3,4,125.83,100.0,13,6,0,0,133.32999999999998,100.0,3,1,0,2,33.33,100.0,25,12,0,3,48.0,100.0,14,6,0,2,87.5,100.0,21,10,1,1,153.78,100.0,97,5,8,1.25,99.99,90,80,10,0,20.25,100.0,140,58,1,15.75,99.99,66,26,2,146.14,100.01,69,12,28,21,2,3.0,99.99,10,0,23,5,IBK기업은행
372,2021-10-19,KGC인삼공사,0,1,114,67,149,55,7,12,311.08,99.99,64,18,5,6,211.81,100.0,10,6,1,2,157.14,100.0,2,2,0,0,100.0,100.0,19,6,0,3,33.33,100.0,13,4,0,0,73.33,99.99,41,19,1,1,200.45,100.01,90,4,9,1.25,99.99,107,97,10,0,25.58,100.0,151,53,2,13.25,99.99,72,27,7,112.69,100.0,68,8,31,20,1,2.42,100.01,6,0,24,4,페퍼저축은행
372,2021-10-19,페퍼저축은행,1,0,122,59,138,45,8,9,201.48,100.0,89,27,4,7,236.13,100.0,6,3,0,0,200.0,100.0,4,1,0,0,25.0,100.0,16,6,2,1,135.71,100.0,7,1,2,0,20.0,100.0,16,7,0,1,154.17000000000002,100.0,84,7,12,1.75,100.0,95,76,19,0,25.0,100.0,143,41,1,11.0,100.01,81,32,4,360.73,100.0,61,7,21,19,2,1.75,100.01,6,0,24,6,KGC인삼공사
373,2021-10-20,한국도로공사,1,0,106,44,113,37,7,6,220.19,99.99,71,17,4,6,147.21,100.01,1,1,0,0,100.0,100.0,6,4,0,0,125.0,100.0,17,8,0,0,66.67,100.0,5,2,1,0,40.0,100.0,13,5,2,0,237.5,100.0,57,1,6,0.33,99.99,76,60,16,0,20.01,100.0,116,34,2,11.33,99.99,69,29,4,152.07999999999998,99.99,45,6,24,7,0,2.0,99.99,5,0,14,2,현대건설
373,2021-10-20,현대건설,0,1,120,61,113,50,6,5,355.67,99.99,56,22,3,2,346.58,100.0,5,3,0,0,75.0,100.0,1,0,0,0,0.0,100.0,15,9,1,0,64.29,100.0,14,8,2,1,120.83,100.0,22,8,0,2,138.81,100.0,74,4,5,1.32,100.0,86,71,15,0,23.67,100.0,115,45,1,17.66,100.01,50,21,1,150.6,100.0,45,7,27,3,0,2.33,100.01,4,0,11,5,한국도로공사
374,2021-10-21,IBK기업은행,1,0,112,66,175,56,8,12,213.62,100.0,96,27,5,7,212.57,100.0,3,0,0,0,0.0,100.0,8,2,0,0,58.33,100.0,27,11,2,4,44.0,99.99,5,1,1,0,50.0,100.0,36,15,0,1,264.74,100.0,84,3,7,0.8300000000000001,100.0,128,105,23,0,30.0,100.0,177,52,1,16.92,99.97,91,24,5,95.2,99.99,68,7,27,22,1,1.83,100.0,6,0,21,3,흥국생명
374,2021-10-21,흥국생명,0,1,104,76,168,63,7,6,283.18,100.01,68,22,3,3,224.36,99.99,2,0,0,0,0.0,100.0,3,0,0,0,0.0,100.0,33,14,1,1,141.94,100.0,11,7,1,0,155.56,100.0,51,20,2,2,103.57,100.0,96,5,5,1.5,100.02,123,109,14,0,29.67,100.0,170,61,4,17.75,99.99,76,22,3,113.6,100.0,86,8,35,24,1,2.75,100.0,6,0,16,1,IBK기업은행
375,2021-10-22,GS칼텍스,0,1,150,57,74,40,4,3,396.9,100.01,46,22,2,2,326.67,100.0,1,1,0,0,100.0,100.0,1,0,0,0,0.0,100.0,5,4,0,1,175.0,100.0,8,6,0,0,166.67000000000002,100.0,13,7,2,0,200.0,99.99,74,7,10,2.33,100.0,47,38,9,0,12.67,100.01,72,36,1,13.34,100.02,39,18,0,149.1,100.0,35,10,8,11,0,3.34,100.0,8,0,14,0,페퍼저축은행
375,2021-10-22,페퍼저축은행,1,0,143,34,81,30,10,7,245.0,99.99,47,17,4,3,253.61,100.02,2,0,1,1,0.0,100.0,0,0,0,0,0.0,0.0,13,5,2,2,133.32999999999998,100.0,5,1,1,0,50.0,100.0,14,7,2,1,242.86,100.0,49,0,10,0.0,99.99,46,32,14,0,12.49,99.98,86,29,1,11.83,100.0,64,22,7,226.33,100.0,30,4,11,11,0,1.33,99.99,4,0,18,6,GS칼텍스
376,2021-10-23,KGC인삼공사,1,1,106,72,130,63,8,6,277.36,100.0,53,27,3,3,294.61,100.0,10,3,0,1,75.0,100.0,2,1,0,0,50.0,100.0,19,6,3,1,55.71,100.0,13,6,0,0,82.5,100.0,33,20,2,1,214.1,99.99,84,2,6,0.67,100.0,90,77,13,0,26.5,99.99,134,61,0,20.32,100.01,68,29,5,298.99,100.0,45,7,18,11,1,2.34,99.99,4,0,13,4,한국도로공사
376,2021-10-23,한국도로공사,0,0,125,58,129,45,7,7,288.19,100.02,61,18,4,4,216.36,100.0,2,1,0,0,100.0,100.0,6,1,1,1,100.0,100.0,16,7,0,1,91.67,100.0,4,1,0,0,100.0,100.0,40,17,2,1,129.64,100.0,73,5,5,1.67,100.01,80,62,17,1,21.67,100.0,130,43,0,15.16,100.0,78,36,2,299.6,100.0,67,8,23,27,1,2.66,100.01,6,0,14,2,KGC인삼공사
377,2021-10-24,현대건설,1,1,147,70,138,53,11,11,244.4,99.99,65,21,6,4,140.65,100.0,5,0,0,1,0.0,100.0,2,2,0,0,100.0,100.0,20,8,2,4,138.89,100.0,18,8,1,1,83.33,100.0,28,14,2,1,198.64,100.01,92,10,8,3.25,99.99,89,75,13,1,19.75,99.99,142,51,1,15.75,99.99,79,27,5,200.88,100.01,57,7,19,15,1,1.75,100.0,4,0,22,5,흥국생명
377,2021-10-24,흥국생명,0,0,129,65,135,49,7,13,357.23,99.99,76,22,3,8,360.1,100.0,0,0,0,0,0.0,0.0,2,1,0,0,50.0,100.0,23,8,2,4,34.78,100.0,8,2,2,1,50.0,100.0,26,16,0,0,169.04,99.99,89,5,9,1.25,100.0,87,72,15,0,18.92,100.01,138,46,0,12.25,100.0,84,23,10,220.25,99.99,62,11,19,16,1,2.75,100.0,9,0,23,1,현대건설
378,2021-10-26,IBK기업은행,1,0,94,55,143,48,12,13,266.76,100.01,99,30,10,8,241.88,99.99,5,3,0,0,166.67000000000002,100.0,3,2,0,0,100.0,100.0,19,5,1,5,26.32,100.0,8,3,0,0,75.0,100.0,9,5,1,0,116.67,100.0,75,3,8,0.75,99.99,90,73,17,0,20.0,100.0,150,45,0,11.5,100.0,86,23,3,118.81,100.0,44,4,19,15,0,1.0,99.99,3,0,21,3,한국도로공사
378,2021-10-26,한국도로공사,0,1,109,74,134,59,4,8,342.13,100.01,65,25,3,4,261.08,100.0,5,2,0,0,150.0,100.0,6,3,0,0,100.0,100.0,19,10,0,3,150.0,100.0,5,3,0,0,75.0,100.0,34,16,1,1,182.86,100.0,94,3,8,0.75,100.01,88,77,11,0,19.25,99.99,133,53,3,14.0,99.99,67,25,3,142.89,100.01,67,12,27,17,0,3.0,100.01,11,0,19,2,IBK기업은행
379,2021-10-27,GS칼텍스,1,0,134,65,144,51,15,8,191.42,99.99,69,27,8,2,228.0,100.01,2,0,0,0,0.0,100.0,3,0,0,0,0.0,100.0,22,8,2,2,36.36,100.0,6,1,0,0,33.33,100.0,42,15,5,4,139.17,100.0,91,8,8,2.08,100.0,95,81,13,1,20.58,100.0,149,49,1,13.0,99.99,79,21,3,190.55,100.0,69,6,30,24,0,1.5,100.0,6,0,18,0,현대건설
379,2021-10-27,현대건설,0,1,136,72,137,54,6,12,310.84000000000003,100.01,59,22,2,5,248.18,99.98,7,5,0,0,300.0,100.0,2,1,0,0,50.0,100.0,23,11,2,4,52.38,100.0,9,4,0,1,83.33,100.0,37,11,2,2,175.72,100.0,89,3,10,0.75,100.02,96,79,16,1,23.5,100.01,144,51,2,14.42,100.01,83,30,8,237.03,99.99,78,15,28,22,0,3.75,99.99,13,0,25,5,GS칼텍스
380,2021-10-28,KGC인삼공사,1,1,108,66,120,46,6,8,244.23,99.99,52,15,3,5,171.73,100.0,8,4,1,0,191.67,100.0,8,5,0,0,116.67,100.0,12,8,0,0,72.73,100.0,13,4,1,1,50.0,100.0,27,10,1,2,164.29,100.0,89,8,10,2.08,100.0,75,62,13,0,15.66,100.0,125,44,1,12.5,100.0,71,27,2,269.82,100.01,67,12,20,24,0,3.08,100.0,10,0,19,4,흥국생명
380,2021-10-28,흥국생명,0,0,129,59,135,51,12,11,333.41,99.99,64,20,6,5,250.48,100.01,7,5,0,1,250.0,100.0,2,1,0,0,50.0,100.0,24,7,3,3,30.43,100.0,5,3,0,0,60.0,100.0,33,15,3,2,142.39999999999998,99.99,79,2,8,0.5,100.0,94,77,17,0,21.0,100.0,138,48,5,13.67,99.97,79,31,8,196.14,100.0,50,6,25,15,0,1.5,100.0,6,0,24,1,KGC인삼공사
381,2021-10-29,페퍼저축은행,0,0,134,44,95,38,5,11,315.62,100.0,63,22,4,6,229.9,100.0,4,3,0,0,250.0,100.0,3,1,0,0,33.33,100.0,13,6,1,5,54.55,100.0,7,6,0,0,266.67,100.01,5,0,0,0,0.0,100.0,61,1,7,0.5,100.0,71,50,21,0,23.34,100.01,104,37,1,12.5,100.01,66,18,4,81.85999999999999,100.02,52,5,22,13,0,2.5,100.0,4,0,19,6,한국도로공사
381,2021-10-29,한국도로공사,1,1,108,56,109,47,5,6,386.63,100.0,55,20,3,4,291.5,99.99,14,7,1,1,211.11,100.0,7,3,0,0,83.33,100.0,7,3,0,0,42.86,100.0,2,1,0,0,50.0,100.0,24,13,1,1,273.57,100.01,73,4,7,1.5,100.01,66,57,9,0,19.5,100.01,106,43,2,16.0,99.99,54,24,1,224.24,100.0,41,5,12,16,0,1.66,100.01,5,0,15,2,페퍼저축은행
382,2021-10-30,GS칼텍스,1,1,155,79,152,66,11,3,367.35,100.0,100,41,8,1,418.44,100.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,18,10,1,2,55.56,100.0,10,3,1,0,50.0,100.0,24,12,1,0,153.85,100.01,97,3,9,1.08,100.01,107,91,16,0,26.0,99.98,151,64,0,18.83,99.99,71,24,4,122.67,100.01,75,10,32,16,0,2.75,100.0,7,0,12,0,IBK기업은행
382,2021-10-30,IBK기업은행,0,0,128,66,149,51,10,9,226.0,99.99,95,25,7,3,142.66,100.01,14,7,1,1,150.0,99.99,11,7,1,1,132.14,100.0,9,4,0,2,44.44,100.0,6,3,1,0,100.0,100.0,14,5,0,2,100.0,99.99,79,4,8,1.75,100.0,100,82,18,0,27.25,100.0,154,49,1,15.0,100.02,88,28,3,232.04,100.0,81,11,27,28,1,3.5,99.98,10,0,19,3,GS칼텍스
383,2021-10-31,KGC인삼공사,1,0,106,45,121,38,9,8,256.63,100.01,57,13,6,5,220.55,99.99,1,0,0,0,0.0,100.0,6,3,0,0,50.0,100.0,16,10,0,1,114.29,100.0,7,0,0,0,0.0,100.0,34,12,3,2,177.7,99.99,62,1,5,0.33,99.97,92,72,20,0,25.65,100.0,125,36,0,12.16,100.0,69,21,6,161.69,100.0,57,6,25,13,0,2.0,100.01,5,0,13,4,현대건설
383,2021-10-31,현대건설,0,1,130,64,132,49,6,6,229.55,100.0,71,24,3,4,209.57,100.0,4,3,0,0,100.0,100.0,6,0,0,1,0.0,100.0,8,3,1,0,60.0,100.0,11,6,0,0,107.14,100.0,32,13,2,1,138.85,100.01,75,6,6,2.16,100.01,94,78,15,1,26.0,100.0,129,44,1,14.66,100.01,57,21,1,213.07,100.0,58,9,27,14,1,3.0,99.99,9,0,15,5,KGC인삼공사
384,2021-11-02,페퍼저축은행,1,0,122,79,165,64,6,11,314.92,100.01,104,43,3,6,330.19,100.0,5,2,1,1,50.0,100.0,3,1,0,0,33.33,100.0,29,10,2,2,35.71,100.0,7,3,0,0,83.33,100.0,17,5,0,2,108.33,100.0,102,5,20,1.25,100.01,100,80,20,0,20.58,100.0,165,61,0,15.25,99.99,99,44,4,255.24,99.99,63,10,26,20,0,2.5,99.99,7,0,31,6,흥국생명
384,2021-11-02,흥국생명,0,1,104,74,149,64,10,12,358.18,99.99,81,30,5,7,286.24,99.98,2,1,0,0,100.0,100.0,6,3,0,0,50.0,100.0,20,9,1,2,45.0,100.0,7,2,0,0,120.0,100.01,33,19,4,3,250.82,99.99,104,4,5,1.75,100.01,109,84,25,0,23.83,100.02,150,61,2,16.58,99.99,81,30,5,225.83,99.99,67,6,28,15,2,1.5,100.0,5,0,21,1,페퍼저축은행
385,2021-11-03,GS칼텍스,0,1,124,63,104,53,8,4,367.37,99.99,45,20,6,2,240.0,99.99,3,2,0,0,150.0,100.0,1,0,0,0,0.0,100.0,15,9,0,0,64.29,100.0,4,3,0,0,75.0,100.0,36,19,2,2,319.31,100.0,73,3,5,0.99,100.01,68,55,12,1,18.85,100.0,109,52,1,17.32,99.99,59,18,4,96.85,100.0,61,7,29,16,1,2.3200000000000003,100.0,5,0,12,0,한국도로공사
385,2021-11-03,한국도로공사,1,0,109,50,102,38,7,4,172.05,99.99,44,11,5,1,56.36,100.0,9,5,0,0,200.0,99.99,2,0,0,0,0.0,100.0,16,11,0,1,164.29000000000002,100.0,4,3,0,0,75.0,100.0,27,8,2,2,129.76,99.99,64,4,5,1.5,100.03,66,45,21,0,15.66,100.01,106,37,1,14.16,100.0,68,23,3,109.52,99.99,44,8,11,18,2,2.66,100.0,8,0,12,2,GS칼텍스
386,2021-11-04,IBK기업은행,1,0,94,53,159,40,11,8,175.14,100.02,91,23,5,5,181.68,100.0,7,1,2,2,25.0,100.01,6,2,1,0,66.66,100.0,26,6,3,0,46.79,100.0,5,0,0,1,0.0,100.0,24,8,0,0,197.22,100.0,78,2,7,0.5800000000000001,99.99,109,90,19,0,24.58,100.01,158,34,1,10.92,100.01,87,37,6,119.79,100.0,77,11,27,23,1,2.91,100.01,8,0,17,3,KGC인삼공사
386,2021-11-04,KGC인삼공사,0,1,97,81,167,64,11,12,266.73,100.0,81,30,6,9,310.04,99.99,3,1,0,0,50.0,100.0,3,0,1,0,0.0,100.0,29,10,3,1,130.43,100.0,9,3,0,0,114.29,100.0,42,20,1,2,163.6,100.0,97,6,10,1.5,99.98,121,108,13,0,27.5,100.0,172,61,1,15.25,100.0,71,38,2,247.32,100.0,76,11,35,12,1,2.75,100.01,9,0,24,4,IBK기업은행
387,2021-11-05,페퍼저축은행,0,0,134,63,138,45,9,7,163.93,99.99,93,26,7,6,138.67000000000002,100.01,5,2,1,0,100.0,100.0,3,1,0,0,33.33,100.0,22,9,1,1,42.86,100.0,8,5,0,0,116.67,100.0,7,2,0,0,58.33,100.0,96,3,12,0.9,100.02,103,78,25,0,15.9,100.0,148,42,1,8.4,100.01,91,36,4,147.42,100.01,64,15,21,16,0,3.0,100.02,11,0,20,6,현대건설
387,2021-11-05,현대건설,1,1,152,87,164,74,15,13,369.5,99.99,88,33,10,8,313.91,100.01,8,4,1,0,240.0,100.0,5,3,0,1,133.32999999999998,100.0,14,7,0,1,195.24,100.0,15,9,0,2,121.43,100.0,34,18,4,1,263.81,100.01,107,4,16,0.8,100.0,104,91,13,0,21.02,99.99,159,67,0,15.55,100.02,84,40,3,365.37,99.99,73,9,29,16,4,1.98,100.01,9,0,33,5,페퍼저축은행
388,2021-11-06,한국도로공사,1,1,148,77,148,52,8,6,245.5,100.01,78,23,3,2,260.44,99.98,8,3,1,1,150.0,100.0,4,0,1,0,0.0,100.0,19,9,0,1,110.42,100.0,7,2,0,0,50.0,100.0,32,15,3,2,271.97,100.01,103,11,8,3.25,99.99,102,87,15,0,21.75,99.98,154,51,0,14.25,100.02,79,32,5,146.1,100.01,83,14,22,28,1,3.5,99.99,11,0,15,2,흥국생명
388,2021-11-06,흥국생명,0,0,131,71,163,58,14,15,308.8,99.99,84,29,7,5,286.0,99.99,5,3,1,0,166.67000000000002,100.0,3,2,0,0,66.67,100.0,15,4,1,5,58.33,100.0,7,3,0,1,50.0,100.0,49,17,5,4,156.56,99.99,87,5,8,1.5,99.99,116,90,24,2,24.83,99.99,163,53,1,13.25,100.0,95,23,11,54.04,99.99,72,8,33,15,1,2.0,99.99,6,0,27,1,한국도로공사
389,2021-11-07,GS칼텍스,0,0,147,61,153,55,9,13,297.13,100.01,98,33,6,8,285.76,99.99,4,2,0,1,100.0,100.0,0,0,0,0,0.0,0.0,22,8,1,3,38.1,100.0,5,1,1,0,100.0,100.0,24,11,1,1,204.17,100.0,85,0,10,0.0,100.0,99,83,16,0,23.83,99.99,160,54,1,13.5,100.02,93,34,12,102.01,100.0,61,6,20,22,0,1.5,99.99,6,0,24,0,KGC인삼공사
389,2021-11-07,KGC인삼공사,1,1,91,79,141,58,6,9,335.5,100.0,83,28,5,7,266.2,99.99,5,3,0,0,116.67,100.0,4,3,0,0,100.0,100.0,16,6,0,1,40.0,100.0,11,5,0,1,90.0,100.0,22,13,1,0,184.55,100.0,103,12,9,3.42,100.0,99,82,17,0,20.5,99.99,148,54,3,13.5,100.02,75,30,0,131.12,99.99,78,9,26,27,2,2.25,100.0,8,0,23,4,GS칼텍스
390,2021-11-09,IBK기업은행,1,0,127,68,147,59,6,12,344.73,100.0,89,30,5,6,297.13,100.0,10,7,0,1,366.67,100.0,10,8,0,0,266.67,100.0,9,3,0,2,60.0,100.0,11,6,0,1,192.86,100.0,18,5,1,2,128.57,100.01,91,4,10,1.0,99.99,90,76,14,0,24.58,99.99,147,56,1,14.67,100.0,84,38,4,459.43,100.0,52,5,18,24,0,1.33,100.01,5,0,23,3,페퍼저축은행
390,2021-11-09,페퍼저축은행,0,1,134,74,133,64,5,7,421.87,99.99,89,39,5,3,401.4,99.99,5,5,0,0,200.0,100.0,2,1,0,0,50.0,100.0,25,14,0,2,58.33,100.0,3,1,0,1,50.0,100.0,9,4,0,1,150.0,100.0,96,4,12,1.25,100.0,99,71,28,0,18.5,99.99,138,61,0,15.25,99.98,81,26,4,120.6,99.98,63,6,29,14,3,1.5,99.98,6,0,22,6,IBK기업은행
391,2021-11-10,GS칼텍스,1,0,155,41,93,34,7,10,183.85,100.01,47,13,5,4,79.17,100.01,3,1,0,1,100.0,99.99,2,0,0,0,0.0,100.0,16,9,1,3,56.25,100.0,5,2,1,0,100.0,100.0,20,9,0,2,190.0,100.0,53,4,6,2.16,99.98,63,51,12,0,19.68,100.0,97,32,2,11.84,99.99,65,23,8,81.56,99.99,32,3,12,12,0,1.16,100.02,3,0,18,0,현대건설
391,2021-11-10,현대건설,0,1,142,57,88,42,3,1,225.3,100.0,43,18,2,0,154.65,99.99,3,2,0,0,200.0,99.99,3,1,0,0,33.33,100.0,12,6,0,1,50.0,100.0,10,4,0,0,80.0,100.0,17,11,1,0,197.14,100.0,73,8,8,2.83,100.01,60,49,10,1,16.32,100.01,87,37,0,12.33,100.01,47,21,4,210.51,100.01,54,7,23,18,0,2.33,100.01,3,0,10,5,GS칼텍스
392,2021-11-11,한국도로공사,1,1,106,69,139,53,9,8,179.04,100.01,87,28,6,4,149.76,100.01,6,3,1,0,75.0,100.01,2,0,0,0,0.0,100.0,11,4,2,2,40.0,100.0,3,1,0,1,100.0,100.0,30,17,0,1,166.67000000000002,100.0,96,4,12,1.0,100.0,92,84,8,0,21.5,100.0,143,52,3,13.25,100.02,70,30,6,90.57,100.01,66,12,20,20,1,3.0,100.0,8,0,24,2,흥국생명
392,2021-11-11,흥국생명,0,0,121,59,149,44,12,12,258.09,100.0,70,18,6,5,264.24,100.01,4,0,0,0,0.0,100.0,5,2,0,0,40.0,100.0,21,4,4,2,115.79,100.0,7,3,1,1,90.0,100.0,42,17,1,4,134.4,100.0,84,6,14,1.92,100.02,99,79,20,0,21.67,99.99,151,42,1,12.0,99.99,84,35,4,254.44,99.99,68,9,33,14,1,2.75,100.0,8,0,28,1,한국도로공사
393,2021-11-12,IBK기업은행,0,0,147,38,112,32,5,7,161.84,100.0,61,13,5,5,143.7,100.0,7,3,0,1,175.0,100.0,2,0,0,0,0.0,100.0,11,5,0,1,45.45,100.0,5,1,0,0,33.33,100.0,26,10,0,0,153.07,100.0,54,2,7,0.8300000000000001,99.99,74,59,15,0,22.33,100.0,116,31,2,11.83,100.0,69,17,3,81.89999999999999,100.0,53,4,19,20,1,2.0,99.99,3,0,17,3,KGC인삼공사
